id,code,loc_ru,loc_en,name_ru,name_en
722513,72251300,"Плщ",Poly,"пески бугристые",
722514,72251400,"Плщ",Poly,"пески лунковые и ячеистые",
72252,72252000,"Плщ",Poly,"пески ровные",
7231,72310000,"Плщ",Poly,"болота",
72319,72319000,"Точ",Point,"отметки глубины болот ⚔",
72321,72321000,"Плщ",Poly,"солончаки",
7234,72340000,"Точ",Point,"заболоченность",
73,73000000,"Лин",Line,"контур раст. покрова и грунтов",
7921,79210000,"Лин",Line,"штрихи дедяного обрыва",
7922,79220000,"Лин",Line,"штрихи скалистого обрыва",
7923,79230000,"Век",Vect,"значок лавового потока",
7924,79240000,"Век",Vect,"значок ""гряды камней""",
7931,79310000,"Лин",Line,"крупнные т. на отмелях и мелях",
7932,79320000,"Лин",Line,"лин. для знака ""берега опасные""",
79331,79331000,"Лин",Line,"контур для пес.-камен. берегов",
79332,79332000,"Лин",Line,"контур осых. берегов (кр. скал.)",
79333,79333000,"Век",Vect,"значок камней порогов",
7934,79340000,"Век",Vect,"значок морского ж/д парома",
7935,79350000,"Век",Vect,"значок морского автомоб. парома",
793612,79361200,"Век",Vect,"паром. переправы-значок на воде",
7951,79510000,"Точ",Point,"значок ""аэропорт""",
796711,79671100,"Век",Vect,"место выхода метро на поверхн.",
796712,79671200,"Век",Vect,"значок входов дорог в туннель",
79674,79674000,"Век",Vect,"значок тупика (тонкая линия) ⚔",
796741,79674100,"Век",Vect,"значок тупика (толстая линия) ⚔",
79713,79713000,"Точ",Point,"значок пальмовой рощи",
79714,79714000,"Точ",Point,"значок редкого высокого леса",
79715,79715000,"Точ",Point,"значок редкого низкорос. леса",
79716,79716000,"Точ",Point,"значок бурелома",
79717,79717000,"Точ",Point,"значок горел. и сухостойн. леса",
79718,79718000,"Точ",Point,"значок вырубленного леса",
79719,79719000,"Точ",Point,"значок поросли леса",
797192,79719200,"Точ",Point,"значок п/древостоя-хвойной",
797193,79719300,"Точ",Point,"значок п/древостоя-лиственной",
797194,79719400,"Точ",Point,"значок п/древостоя-пальмы",
7971951,79719510,"Точ",Point,"значок п/древостоя-п/хвойной",
7971952,79719520,"Точ",Point,"значок п/древостоя-п/листвен.",
797196,79719600,"Точ",Point,"значок плантаций тех. культур",
79721,79721000,"Точ",Point,"значок стланика",
79731,79731000,"Точ",Point,"значок кустарника колючего",
79732,79732000,"Точ",Point,"значок кустарника (обычного)",
79733,79733000,"Точ",Point,"значок бамбука",
79734,79734000,"Точ",Point,"значок саксаула",
79735,79735000,"Точ",Point,"значок мангровых зарослей",
79736,79736000,"Точ",Point,"значок виноградника",
79741,79741000,"Точ",Point,"значок камыш. тростник. растит.",
79742,79742000,"Точ",Point,"значок высокотравной растит.",
79744,79744000,"Точ",Point,"значок луговой растительности",
79745,79745000,"Точ",Point,"значок степной растительности",
79746,79746000,"Точ",Point,"значок рисовых полей",
79747,79747000,"Точ",Point,"значок полукустарников",
79749,79749000,"Точ",Point,"значок мох. лишайниковой рост.",
79751,79751000,"Век",Vect,"значок камен. поверх.-1 камень",
79752,79752000,"Точ",Point,"значок камен. россып. (3 камьня)",
79753,79753000,"Точ",Point,"значок полигонал. поверхностей",
79754,79754000,"Точ",Point,"значок поверхности с буграми",
79755,79755000,"Точ",Point,"значок кочковатых поверхностей",
79756,79756000,"Точ",Point,"значок такыров",
7975711,79757110,"Век",Vect,"значок барханных песков - 1",
7975712,79757120,"Век",Vect,"значок барханных песков - 2",
7975713,79757130,"Век",Vect,"значок барханных песков - 3",
797572,79757200,"Точ",Point,"значок бугристых песков",
797573,79757300,"Век",Vect,"значок грядовых, дюнных песков",
797574,79757400,"Точ",Point,"значок лунков. ячеистых песков",
79758,79758000,"Плщ",Poly,"участки (проходимых) болот",
79759,79759000,"Плщ",Poly,"участки (проходимых) солончаков",
79811,79811000,"Лин",Line,"знак гос. границы (тонкая линия)",
7982,79820000,"Лин",Line,"вспомогательная линия (черная)",
79999,79999000,"Лин",Line,"стрелка указ. местопол. объекта",
8111,81110000,"Лин",Line,"линии политико-админ. границ",
81111,81111000,"Лин",Line,"линии границ неустан. (неотоб.)",
811111,81111100,"Лин",Line,"линии границ неустан. (отобр.)",
81121,81121000,"Точ",Point,"пограничный знак на суше",
811221,81122100,"Точ",Point,"пограничный буй",
811222,81122200,"Точ",Point,"пограничная веха",
8113,81130000,"Точ",Point,"копец",
8114,81140000,"Лин",Line,"отд. уч. границ (субъектов рф)",
811401,81140100,"Лин",Line,"окраска границ (государствен.)",
811403,81140300,"Лин",Line,"окраска гос. границ (неустонов.)",
812,81200000,"Лин",Line,"линии прочих границ",
821,82100000,"Лин",Line,"древние исторические стены",
822,82200000,"Лин",Line,"камен. кирпич. стены, метал. огр.",
823,82300000,"Лин",Line,"легкие ограждения",
87,87000000,"Плщ",Poly,"объекты, не имеющ. опр. хар. лок.",
91,91000000,"Лин",Line,"рамка листа карты",
9102,91020000,"Тхт",Text,"географ. названия (бм-431) 2. 8v",
91022,91022000,"Тхт",Text,"географ. назван. бм-431 син. 2. 4v",
9104,91040000,"Тхт",Text,"географ. названия (д-431) 1. 8",
91042,91042000,"Тхт",Text,"географ. назван. д-431 син. 1. 8v",
9105,91050000,"Тхт",Text,"географ. названия (д-231) 1. 8v",
9106,91060000,"Тхт",Text,"географ. названия (д-432) 1. 5",
9107,91070000,"Тхт",Text,"географ. названия (до-431) 1. 5",
9113,91130000,"Тхт",Text,"географ. названия (р-131) 3. 2",
9115,91150000,"Тхт",Text,"географ. названия (р-152) 1. 8v",
9117,91170000,"Тхт",Text,"географ. названия (т-132) 1. 8",
91172,91172000,"Тхт",Text,"географ. названия т-132син. 1. 3",
9119,91190000,"Тхт",Text,"географ. названия (ч-122) 3. 0",
9202,92020000,"Тхт",Text,"подписи характер. (бм-431) 1. 4",
92022,92022000,"Тхт",Text,"подписи характер. бм-431син 1. 4v",
9213,92130000,"Тхт",Text,"подписи характер. (р-131) 2. 5v",
92172Ptrn,92172000,Шбл,Ptrn,"харак. реки, канала (шир. глуб.) ⚔",
92172Text,92172000,"Тхт",Text,"подписи характер. т-132син. 1. 3v",
92173Ptrn,92173000,Шбл,Ptrn,"характер. оврага, промоины ⚔",
92173Text,92173000,"Тхт",Text,"подп. характер. т-132корич. 1. 3",
9217Ptrn,92170000,Шбл,Ptrn,"харак. моста (без материала) ⚔",
9217Text,92170000,"Тхт",Text,"подписи характер. (т-132) 1. 5",
9302,93020000,"Тхт",Text,"пояснит. подписи (бм-431) 1. 4",
93022,93022000,"Тхт",Text,"пояснит. подписи бм-431син. 1. 6",
9305,93050000,"Тхт",Text,"подписи характер. (д-231) 2. 0",
9313,93130000,"Тхт",Text,"пояснит. подписи (р-131) 2. 3",
9315,93150000,"Тхт",Text,"пояснит. подписи (р-152) 3. 4v",
9317,93170000,"Тхт",Text,"пояснит. подписи (т-132) 1. 3",
93172,93172000,"Тхт",Text,"пояснит. подписи т-132 син. 1. 3v",
